,id_str,text,created_hr,created_dotw,calltime,day,set,call,favorite_count,retweet_count,place_names,place_ids,sources,influence_score,in_reply_to_status_id_str,in_reply_to_user_id_str,lang,is_quote_status,retweeted,truncated,user_id_str,user_name,user_description,user_location,user_since,favorites_counts,followers_count,friends_count,listed_count,profile_background_color,profile_text_color,user_screen_name,statuses_count,verified,num_tags,num_media,num_symbols,num_urls,num_user_mentions
784,1095107574049976320,@TTfue Bro Apex can never beat Fortnite,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.2750000000000004,1095107445746212866,2559865245,en,False,False,False,1009945025076133888,Aiden Merges,"Fan of @ninja, @timthetatman, and @drlupo","Pennsylvania, USA",0,11042,131,331,0,F5F8FA,333333,amergezz,5152,False,0,0,0,0,1
785,1095107604412538880,@d3lan3yy_ She’s butt naked 😭,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.075,1095107427639480320,2897752391,en,False,False,False,813964453209341954,trap money chenny💮™️,"NPCA Class of 2019 | Erie Royal WB/LB#15| Track ""Star"" | Collegiate Academy Junior Vp | Aka Vraw | 814 | God is great 🙏🏽 |","Erie, PA",2,565,123,104,0,F5F8FA,333333,VrAw_21chen,1276,False,0,0,0,0,1
786,1095107622037082113,Ariana pisses me off and I’m annoyed that she annoys me so much,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,18.700000000000003,,,en,False,False,False,285431653,P,big brain ~ future first ever Jeopardy and Wheel of Fortune champion. KFBF,,7,4086,739,763,3,022330,333333,PenzaminFrankln,29310,False,0,0,0,0,0
787,1095107646653427712,Whew Chile😩,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.65,,,en,True,False,False,2739369647,Finessa Williams💁🏻‍♀️,Ya Kid favorite GodMother💋,,4,6005,140,230,2,C0DEED,333333,FrenchieVDiva,6531,False,0,0,0,0,0
789,1095107767222890496,@CheckersRallys Sorry did not know it was that old...  I wouldn’t of sent it ...  it showed up on FB just today,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.15,1095106981843607552,114507384,en,False,False,False,36421212,Richard Lewis,Hanging around playing with my iPhone,"Reading, PA",9,171,77,367,3,1A1B1F,666666,Richard__Lewis,4432,False,0,0,0,0,1
790,1095107822352781314,@spottedTB @Landenberg99er @CNN No one is apparently at fault in Poland where autism is virtually non existent.,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,20.724999999999998,1095107526025195521,825397232669188100,en,False,False,False,896872133229510661,Letters from Pennsylvania,"Letters from a Farmer in Pennsylvania: To the Inhabitants of Trumps America. Sharing hope and pissing off a**holes🇺🇸 #FlyEaglesFly
#theresistance  #resist","Penn Valley, PA",1,698,763,765,22,000000,000000,Guitarisdead,8415,False,0,0,0,0,3
791,1095107839016792065,you make me happy https://t.co/tKRPNWnoBh,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,6.425000000000001,,,en,False,False,False,2956027017,Kyleigh Grugin,ppe•SUNY Oswego,Knoxville TN,4,8833,257,221,0,C0DEED,333333,KGrugin,998,False,0,1,0,0,0
792,1095107902434668545,@RanchBeef1 GMO grass fed? 🥴,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,8.0,1095057178837372929,4211935101,en,False,False,False,2233074242,Chris Ulrich,"Farmer, Teacher, Married with 3 girls, herd of brood cows. Drowning in estrogen!","Elimsport, PA",5,6349,314,222,2,C0DEED,333333,UlrichFarm,4120,False,0,0,0,0,1
793,1095107913595658240,"Tuesday's Girls Basketball semifinal games have been postponed.

Revised schedule for Wed, 2/13

Catasauqua High Sc… https://t.co/WyHHNDOfd9",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,18.675,,,en,False,False,True,951486083421831168,Colonial League,Official Twitter of The Colonial League.  The Colonial League is a group of 13 member schools within PIAA District XI who promote interscholastic athletics.,PIAA District XI,1,11,744,31,1,F5F8FA,333333,Colonial_League,205,False,0,0,0,1,0
795,1095108028725104640,@realDonaldTrump Please handle this immigration deSl exactly the way @markthiessen explained on @SpecialReport and… https://t.co/BHpoiZ0M5W,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,150.375,,25073877,en,False,False,True,859403739253407744,One Nation Under God 🇺🇸,#MAGA #KAG Blessed Wife and Grandmother,,1,5937,5997,5365,6,F5F8FA,333333,lonestartxMary,234256,False,0,0,0,1,3
796,1095108036534956034,Here’s another good costume idea: a Willard Scott Smuckers ad! Damn; if I was a parent I’d be killin’ it. https://t.co/J7ZqalCj5U,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,104.97500000000001,1095104691602681858,19975235,en,False,False,False,19975235,Jen Wielgus,"Chicago native living in Philly; Northwestern grad, Cubs/Bears fan, athlete, content writer at @1SEOITDigital. #flythew #beardown",Bucks Co. PA (via Chicago),10,30013,4019,3508,60,000000,000000,jenwielgus,46007,False,0,1,0,0,0
797,1095108047217848320,That staircase look just like Tony Montana's staircase.,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,39.675000000000004,,,en,True,False,False,23265773,🇺🇸,"And I can fight only for something that I love, love only what I can respect, & respect only what I at least know! ... #RENAIZANCE","Sweet Home Alabama, America",9,9243,1464,1361,41,B2DFDA,333333,crum808,194803,False,0,0,0,0,0
798,1095108051701547010,"The girls and boys basketball finals will take place at Freedom High School on Friday, February 15th.  The girls ga… https://t.co/HA3cmaYyYd",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,18.675,,,en,False,False,True,951486083421831168,Colonial League,Official Twitter of The Colonial League.  The Colonial League is a group of 13 member schools within PIAA District XI who promote interscholastic athletics.,PIAA District XI,1,11,744,31,1,F5F8FA,333333,Colonial_League,206,False,0,0,0,1,0
799,1095108062417956864,Does being fit help? Sure. But on the other hand I’ve known plenty of scratch (or better) golfers who couldn’t touc… https://t.co/32FEWxiRAd,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,49.85,,,en,False,False,True,1512551,Erik J. Barzeski,"Co-Creator @LowScoreWins & @analyzrgolf w/@golfevolution. Owner @the_sand_trap. 5SK Dir. of Instructor Development. @golfdigest Top Young Teacher, Best in State","Erie, PA",11,445,1802,900,64,131B05,333333,iacas,10809,False,0,0,0,1,0
800,1095108120421036032,i have goosebumps https://t.co/kxQrqBmZfn,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,87.22500000000001,,,en,False,False,False,2938515897,destiny :(,-𝒾𝓉’𝓈 𝒶 𝓈𝒽𝒶𝓂𝑒 ✨Snapchat- destiny.bby,"Maryland, USA",4,67338,3117,630,124,C0DEED,333333,TRENDYAVERY,56679,False,0,1,0,0,0
801,1095108122773999616,"@_nAtuReGrrL_ @MsAnthropissd Agreed.... this is the most challenging February of my life, aside from the weather.",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,5.750000000000001,1095099295940915200,2865792365,en,False,False,False,273311567,Justin,"Road cyclist, guitarist, husband, father's son, luminous spirit. Learning to live, breathe, and let go of all that doesn't matter... and embrace what does.....","Pennsylvania, USA",7,2894,224,421,2,C6E2EE,663B12,NewLeafCycling,471,False,0,0,0,0,2
802,1095108147361009665,"I was challenged by @nstulak to post covers of 7 books that I ❤️.
No explanations, no reviews. I’ll challenge someo… https://t.co/pdYaRxJYgp",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,4.950000000000001,,,en,False,False,True,73701527,Dr. Melanie Susi,Assistant Principal of Lionville Elementary School.  Passionate Educator.  Lifelong Learner.,,9,1162,192,314,2,C0DEED,333333,DASD_DrSusi,100,False,0,0,0,1,1
803,1095108151739928576,"Seattle woman has seizure and dies, only for doctors to point out fatal mistake with Neti Pot https://t.co/jxULCLH43z",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for Android,15.975,,,en,False,False,False,36881789,James Davis,I am A psychic/Medium and practicing witch. I do not support organized religion of any kind.,"Erie, PA",9,30377,450,323,63,022330,333333,babylon151,135995,False,0,0,0,1,0
804,1095108165706887168,Describe the kind of person that puts ketchup on their mac and cheese in a few short words...,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,5.45,,,en,False,False,False,39936179,Captain Planet,The Misadventures of a Self-Depreciative Degenerate Shit Talking Curmudgeon #FlyEaglesFly #HereTheyCome,"West Chester, PA",9,1190,215,440,1,131516,CB886B,rswan19,5484,False,0,0,0,0,0
805,1095108196086284288,To make this clear about the Players ONly Showcase - I am HEAVILY involved with it. :),18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,349.00000000000006,,,en,False,False,False,14781077,EdOBrien247,Preps247 and Panther247 publisher. I can be contacted at preps247Sports@gmail.com. Coach Cleezy to my peoples...,"iPhone: 40.271507,-76.849579",10,29547,13768,12041,64,000000,000000,EdOBrien247,48202,False,0,0,0,0,0
807,1095108212842483712,@ontarioisproud 🤔🤔🤔... is it OKAY to say NO?,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,163.825,1095031870969036801,833666870020562944,en,False,False,False,47534393,Monica Henry,"Anti-Globalist  Advocate truth, critical thought, empowered CITIZENS. Informed, engaged 'Bernier' advocate from Beauce since 2006! 
Proud Founding Member #PPC",St Joseph de Beauce,9,28784,5995,2057,186,352726,3E4415,chevymo,314035,False,0,0,0,0,1
809,1095108231527944192,...FLOOD WATCH IN EFFECT FROM 10 PM EST THIS EVENING THROUGH LATE TUESDAY NIGHT... The National Weather Service in… https://t.co/cR8TcEBtuc,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,dlvr.it,0.35000000000000003,,,en,False,False,True,255510189,Appalachian Weather,"Severe weather alerts (issued by the National Weather Service) and other emergency messages for Fayette County, Pennsylvania (higher elevations).","Pittsburgh, PA",8,0,11,0,1,C0DEED,333333,apwxfayettepa2,4751,False,0,0,0,1,0
810,1095108245440684032,@zekemorriszm happy birthday 🥳🎉,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,21.3,,1965551388,en,False,False,False,2756483103,w,"Small boobs, big dreams venmo- Willow-Herron IG-herrwillow",,4,9326,849,538,1,C0DEED,333333,teriyakibeeff,7544,False,0,0,0,0,1
811,1095108254550671360,HOT MAN IN THE DRIVE THRU WITH A CUTE DOG I LOVE MY LIFE I LOVE MY LIFE,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,28.075000000000003,,,en,False,False,False,36223028,Kelsey👀,under construction,"Scranton, PA",9,59311,961,639,54,F58EA8,000000,kakaka_kelsey,37651,False,0,0,0,0,0
812,1095108276218486785,@MARB0G Yikes,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,5.45,1095052507653517313,229932954,en,False,False,False,39936179,Captain Planet,The Misadventures of a Self-Depreciative Degenerate Shit Talking Curmudgeon #FlyEaglesFly #HereTheyCome,"West Chester, PA",9,1190,215,440,1,131516,CB886B,rswan19,5485,False,0,0,0,0,1
814,1095108306996289537,@JDiamond1 @realDonaldTrump Lot of empty seats in that photo,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.625,1095105405632471040,407396556,en,False,False,False,415608297,Mike,,Lafayette Hill,7,2973,50,150,5,C0DEED,333333,mthilt03,8308,False,0,0,0,0,2
815,1095108335668547585,Fuck the penguins Let’s Go Flyers!!!!!,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.65,,,en,False,False,False,1268216232,Isaiah,"Philly~Eagles, Flyers, Phillies, Sixers and also the White Sox 2.27.12 not Bryan Colangelo","Philadelphia, PA",5,10310,230,869,12,000000,000000,isaiahholt10,24004,False,0,0,0,0,0
816,1095108353406181377,@Stop_Trump20 That's  my Girl...,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,4.15,1095067133178974208,3334843313,en,False,False,False,1020763501,Madam Sangria,"I have a dream that one day me, Joe Biden and Smokey Robinson have a deep conversation about the Yankees over Sangria #NeverTrump",AMERICA,6,1378,166,455,0,8B542B,333333,MadamSangria,484,False,0,0,0,0,1
817,1095108365481639937,@elonmusk @SPEXcast @McMurchie @Robotbeat @John_Gardi @SpaceX @elonmusk how do you think going to mars will affect our economy?,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.225,1094799667370455042,44196397,en,False,False,False,2905952979,jbhalla,Penn State forever; (literally),,4,2492,89,398,0,C0DEED,333333,j_harkirat,115,False,0,0,0,0,7
818,1095108377582190592,@TSM_Hamlinz Geez feel better midget,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.3000000000000003,1095010193060941824,726265475529871360,en,False,False,False,1009945025076133888,Aiden Merges,"Fan of @ninja, @timthetatman, and @drlupo","Pennsylvania, USA",0,11047,132,331,0,F5F8FA,333333,amergezz,5153,False,0,0,0,0,1
819,1095108437803814913,@PalmerReport But what about his makeup?,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,4.2,1095104129154850818,15115280,en,False,False,False,590594991,Lisa,"Transplant from Newtown, CT #bluewave2018","Lancaster County, PA",6,7183,162,315,2,C0DEED,333333,Lisa4theTruth,2475,False,0,0,0,0,1
823,1095108496666882048,"@JamieApody Rest, honey, no talking!!",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.775,1095067221951434752,34092207,en,False,False,False,188159811,Kathy Passaretti,,"Philadelphia, PA",8,19080,105,327,2,C0DEED,333333,kpassa,6420,False,0,0,0,0,1
825,1095108537552908290,@Symfuhny Nooooo not deagles,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.3000000000000003,1094805103364714496,418147815,en,False,False,False,1009945025076133888,Aiden Merges,"Fan of @ninja, @timthetatman, and @drlupo","Pennsylvania, USA",0,11049,132,331,0,F5F8FA,333333,amergezz,5155,False,0,0,0,0,1
826,1095108562626449415,"All the Brady haters have new material now.. ""He Illuminati, he used witchcraft"" lol .... Side note... Are there an… https://t.co/yjyo0zBV79",18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,39.675000000000004,,,en,True,False,True,23265773,🇺🇸,"And I can fight only for something that I love, love only what I can respect, & respect only what I at least know! ... #RENAIZANCE","Sweet Home Alabama, America",9,9243,1464,1361,41,B2DFDA,333333,crum808,194804,False,0,0,0,1,0
828,1095108639684259840,@elonmusk @SPEXcast @McMurchie @Robotbeat @John_Gardi @SpaceX @elonmusk how do you think going to Mars will affect our economy?,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.225,1094799667370455042,44196397,en,False,False,False,2905952979,jbhalla,Penn State forever; (literally),,4,2492,89,398,0,C0DEED,333333,j_harkirat,115,False,0,0,0,0,7
829,1095108643698237440,@davegisaac Bob got BIG,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPad,35.725,1095106158312992768,42558448,en,False,False,False,33613453,John M. Ahern,"Business Executive. Husband, Father of 3 and dog dad, Animal, Stand Up Paddle boarding, environment & beach fanatic. My opinions are my own.","Philadelphia PA, Ocean City NJ",9,35416,904,1319,175,C0DEED,333333,JohnMAhern,17740,False,0,0,0,0,1
830,1095108652376182784,@JGhosty Eh idk about you but I’ve had like snow here 😂,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.3000000000000003,1094988098545414144,231534898,en,False,False,False,1009945025076133888,Aiden Merges,"Fan of @ninja, @timthetatman, and @drlupo","Pennsylvania, USA",0,11050,132,331,0,F5F8FA,333333,amergezz,5156,False,0,0,0,0,1
831,1095108693190946816,@deadboytroy answer you trash rat,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,9.05,,1000040513620365312,en,False,False,False,2616495879,amanda,libra • plants are humans too,pgh,4,7872,362,451,0,C0DEED,333333,mandaaaplz,4920,False,0,0,0,0,1
832,1095108732818726912,Drinking an Old Man Winter Ale by @stbcbeer @ Upper Allen Township — https://t.co/LZ5blM5SGO,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Untappd,1.6500000000000001,,,en,False,False,False,809153061478428672,J. Scott Myers,Admissions counselor | craft 🍺enthusiast with a 🚴🏻‍♂️problem.,"Mechanicsburg, PA",2,5329,63,220,1,000000,000000,J_ScottMyers,1121,False,0,0,0,1,1
833,1095108734269960193,@cizzorz It did,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.3000000000000003,1095046900690997248,357294577,en,False,False,False,1009945025076133888,Aiden Merges,"Fan of @ninja, @timthetatman, and @drlupo","Pennsylvania, USA",0,11053,132,331,0,F5F8FA,333333,amergezz,5159,False,0,0,0,0,1
834,1095108739252801536,@RobertJSchoen3 @senderling @DavidRHughey2 @renplayw @ProblemPanacea @LynnRog72 @Chrisg19722015 @jerseelaundry… https://t.co/M6SHuXrqHl,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,25.875,1095106494486462465,1086642634716860416,en,False,False,True,426635241,Himself. I learned to code a long time ago Winston,"Inner Party Member, MiniTru. Have you seen the eleven edition?
#Zeoliarmy Strong 😁",United States,7,132342,990,1087,15,000000,000000,Himself3909,97842,False,0,0,0,1,8
835,1095108750464159750,What a vile POS.,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,22.700000000000003,,,en,True,False,False,2274830504,Gar Bercury,"When I die? I’m blaming Tomlin. B.A. in Communications, M.A. in History, Ph.D in reading through BS. Coach, runner, husband.",,5,31462,869,1641,13,C0DEED,333333,GarBercury,22171,False,0,0,0,0,0
836,1095108806047121413,@cizzorz This is adorable 😂😂,18,Mon,2019-02-11 18:59:15.469156,11,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.3000000000000003,1095046900690997248,357294577,en,False,False,False,1009945025076133888,Aiden Merges,"Fan of @ninja, @timthetatman, and @drlupo","Pennsylvania, USA",0,11053,132,331,0,F5F8FA,333333,amergezz,5160,False,0,0,0,0,1
